040101,Side dish,Rice,Lunch,P040101001,04,0401,198.0,149.0
040101,Side dish,Rice,Lunch,P040101002,04,0401,218.0,164.0
040101,Side dish,Rice,Lunch,P040101003,04,0401,230.0,173.0
040101,Side dish,Rice,Lunch,P040101004,04,0401,248.0,186.0
040101,Side dish,Rice,Lunch,P040101005,04,0401,268.0,201.0
040101,Side dish,Rice,Lunch,P040101006,04,0401,298.0,224.0
040101,Side dish,Rice,Lunch,P040101007,04,0401,338.0,254.0
040101,Side dish,Rice,Lunch,P040101008,04,0401,420.0,315.0
040101,Side dish,Rice,Lunch,P040101009,04,0401,498.0,374.0
040101,Side dish,Rice,Lunch,P040101010,04,0401,580.0,435.0
040102,Side dish,Rice,Sushi,P040102001,04,0401,268.0,201.0
040102,Side dish,Rice,Sushi,P040102002,04,0401,268.0,201.0
040102,Side dish,Rice,Sushi,P040102003,04,0401,278.0,209.0
040102,Side dish,Rice,Sushi,P040102004,04,0401,318.0,239.0
040102,Side dish,Rice,Sushi,P040102005,04,0401,318.0,239.0
040102,Side dish,Rice,Sushi,P040102006,04,0401,318.0,239.0
040102,Side dish,Rice,Sushi,P040102007,04,0401,338.0,254.0
040102,Side dish,Rice,Sushi,P040102008,04,0401,358.0,269.0
040102,Side dish,Rice,Sushi,P040102009,04,0401,358.0,269.0
040102,Side dish,Rice,Sushi,P040102010,04,0401,358.0,269.0
040102,Side dish,Rice,Sushi,P040102011,04,0401,358.0,269.0
040102,Side dish,Rice,Sushi,P040102012,04,0401,358.0,269.0
040102,Side dish,Rice,Sushi,P040102013,04,0401,398.0,299.0
040102,Side dish,Rice,Sushi,P040102014,04,0401,398.0,299.0
040102,Side dish,Rice,Sushi,P040102015,04,0401,398.0,299.0
040102,Side dish,Rice,Sushi,P040102016,04,0401,398.0,299.0
040102,Side dish,Rice,Sushi,P040102017,04,0401,438.0,329.0
040102,Side dish,Rice,Sushi,P040102018,04,0401,498.0,374.0
040102,Side dish,Rice,Sushi,P040102019,04,0401,598.0,449.0
040102,Side dish,Rice,Sushi,P040102020,04,0401,980.0,735.0
040102,Side dish,Rice,Sushi,P040102021,04,0401,1780.0,1335.0
040102,Side dish,Rice,Sushi,P040102022,04,0401,3000.0,2250.0
040102,Side dish,Rice,Sushi,P040102023,04,0401,5000.0,3750.0
040102,Side dish,Rice,Sushi,P040102024,04,0401,5000.0,3750.0
040201,Side dish,Tsukudani,Seafood tsukudani,P040201001,04,0402,148.0,111.0
040201,Side dish,Tsukudani,Seafood tsukudani,P040201002,04,0402,178.0,134.0
040201,Side dish,Tsukudani,Seafood tsukudani,P040201003,04,0402,198.0,149.0
040201,Side dish,Tsukudani,Seafood tsukudani,P040201004,04,0402,248.0,186.0
040201,Side dish,Tsukudani,Seafood tsukudani,P040201005,04,0402,258.0,194.0
040201,Side dish,Tsukudani,Seafood tsukudani,P040201006,04,0402,298.0,224.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202001,04,0402,178.0,134.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202002,04,0402,178.0,134.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202003,04,0402,178.0,134.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202004,04,0402,178.0,134.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202005,04,0402,178.0,134.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202006,04,0402,178.0,134.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202007,04,0402,178.0,134.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202008,04,0402,178.0,134.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202009,04,0402,198.0,149.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202010,04,0402,198.0,149.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202011,04,0402,198.0,149.0
040202,Side dish,Tsukudani,Sea grass tsukudani,P040202012,04,0402,298.0,224.0
040203,Side dish,Tsukudani,Vegetable tsukudani,P040203001,04,0402,188.0,141.0
040203,Side dish,Tsukudani,Vegetable tsukudani,P040203002,04,0402,428.0,321.0
040204,Side dish,Tsukudani,Beans Kudani,P040204001,04,0402,158.0,119.0
040204,Side dish,Tsukudani,Beans Kudani,P040204002,04,0402,188.0,141.0
040204,Side dish,Tsukudani,Beans Kudani,P040204003,04,0402,188.0,141.0
040204,Side dish,Tsukudani,Beans Kudani,P040204004,04,0402,188.0,141.0
040204,Side dish,Tsukudani,Beans Kudani,P040204005,04,0402,198.0,149.0
040204,Side dish,Tsukudani,Beans Kudani,P040204006,04,0402,198.0,149.0
040204,Side dish,Tsukudani,Beans Kudani,P040204007,04,0402,198.0,149.0
040204,Side dish,Tsukudani,Beans Kudani,P040204008,04,0402,198.0,149.0
040204,Side dish,Tsukudani,Beans Kudani,P040204009,04,0402,398.0,299.0
040301,Side dish,Salad,Salad,P040301001,04,0403,248.0,186.0
040301,Side dish,Salad,Salad,P040301002,04,0403,248.0,186.0
040301,Side dish,Salad,Salad,P040301003,04,0403,278.0,209.0
040301,Side dish,Salad,Salad,P040301004,04,0403,298.0,224.0
040301,Side dish,Salad,Salad,P040301005,04,0403,298.0,224.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401001,04,0404,118.0,89.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401002,04,0404,138.0,104.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401003,04,0404,198.0,149.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401004,04,0404,228.0,171.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401005,04,0404,228.0,171.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401006,04,0404,248.0,186.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401007,04,0404,258.0,194.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401008,04,0404,278.0,209.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401009,04,0404,278.0,209.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401010,04,0404,298.0,224.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401011,04,0404,298.0,224.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401012,04,0404,338.0,254.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401013,04,0404,358.0,269.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401014,04,0404,398.0,299.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401015,04,0404,398.0,299.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401016,04,0404,398.0,299.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401017,04,0404,398.0,299.0
040401,Side dish,Japanese side dish,Stir-fried and boiled foods,P040401018,04,0404,398.0,299.0
040402,Side dish,Japanese side dish,Masturbation,P040402001,04,0404,228.0,171.0
040403,Side dish,Japanese side dish,Vinegar,P040403001,04,0404,198.0,149.0
040403,Side dish,Japanese side dish,Vinegar,P040403002,04,0404,248.0,186.0
040403,Side dish,Japanese side dish,Vinegar,P040403003,04,0404,248.0,186.0
040403,Side dish,Japanese side dish,Vinegar,P040403004,04,0404,248.0,186.0
040403,Side dish,Japanese side dish,Vinegar,P040403005,04,0404,248.0,186.0
040403,Side dish,Japanese side dish,Vinegar,P040403006,04,0404,278.0,209.0
040403,Side dish,Japanese side dish,Vinegar,P040403007,04,0404,298.0,224.0
040403,Side dish,Japanese side dish,Vinegar,P040403008,04,0404,298.0,224.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404001,04,0404,180.0,135.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404002,04,0404,198.0,149.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404003,04,0404,198.0,149.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404004,04,0404,235.0,176.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404005,04,0404,248.0,186.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404006,04,0404,278.0,209.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404007,04,0404,278.0,209.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404008,04,0404,288.0,216.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404009,04,0404,338.0,254.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404010,04,0404,398.0,299.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404011,04,0404,478.0,359.0
040404,Side dish,Japanese side dish,Other Japanese side dishes,P040404012,04,0404,548.0,411.0
040501,Side dish,Fry,Fry,P040501001,04,0405,100.0,75.0
040501,Side dish,Fry,Fry,P040501002,04,0405,180.0,135.0
040501,Side dish,Fry,Fry,P040501003,04,0405,220.0,165.0
040501,Side dish,Fry,Fry,P040501004,04,0405,278.0,209.0
040501,Side dish,Fry,Fry,P040501005,04,0405,278.0,209.0
040501,Side dish,Fry,Fry,P040501006,04,0405,298.0,224.0
040501,Side dish,Fry,Fry,P040501007,04,0405,298.0,224.0
040501,Side dish,Fry,Fry,P040501008,04,0405,298.0,224.0
040501,Side dish,Fry,Fry,P040501009,04,0405,298.0,224.0
040501,Side dish,Fry,Fry,P040501010,04,0405,318.0,239.0
040502,Side dish,Fry,Fried chicken,P040502001,04,0405,208.0,156.0
040502,Side dish,Fry,Fried chicken,P040502002,04,0405,278.0,209.0
040502,Side dish,Fry,Fried chicken,P040502003,04,0405,298.0,224.0
040502,Side dish,Fry,Fried chicken,P040502004,04,0405,298.0,224.0
040502,Side dish,Fry,Fried chicken,P040502005,04,0405,298.0,224.0
040502,Side dish,Fry,Fried chicken,P040502006,04,0405,298.0,224.0
040502,Side dish,Fry,Fried chicken,P040502007,04,0405,298.0,224.0
040503,Side dish,Fry,Tempura,P040503001,04,0405,298.0,224.0
040504,Side dish,Fry,Chicken roasted,P040504001,04,0405,180.0,135.0
040504,Side dish,Fry,Chicken roasted,P040504002,04,0405,218.0,164.0
040504,Side dish,Fry,Chicken roasted,P040504003,04,0405,288.0,216.0
040504,Side dish,Fry,Chicken roasted,P040504004,04,0405,288.0,216.0
040504,Side dish,Fry,Chicken roasted,P040504005,04,0405,308.0,231.0
040504,Side dish,Fry,Chicken roasted,P040504006,04,0405,338.0,254.0
040504,Side dish,Fry,Chicken roasted,P040504007,04,0405,338.0,254.0
040504,Side dish,Fry,Chicken roasted,P040504008,04,0405,358.0,269.0
040504,Side dish,Fry,Chicken roasted,P040504009,04,0405,468.0,351.0
040504,Side dish,Fry,Chicken roasted,P040504010,04,0405,498.0,374.0
040601,Side dish,Western-style side dish,Gratin pizza,P040601001,04,0406,278.0,209.0
040602,Side dish,Western-style side dish,Snacks,P040602001,04,0406,405.0,304.0
040602,Side dish,Western-style side dish,Snacks,P040602002,04,0406,440.0,330.0
040603,Side dish,Western-style side dish,Other Western-style side dishes,P040603001,04,0406,1980.0,1485.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701001,04,0407,208.0,156.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701002,04,0407,208.0,156.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701003,04,0407,268.0,201.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701004,04,0407,278.0,209.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701005,04,0407,288.0,216.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701006,04,0407,298.0,224.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701007,04,0407,298.0,224.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701008,04,0407,298.0,224.0
040701,Side dish,Chinese side dish,Chinese side dish,P040701009,04,0407,358.0,269.0
040801,Side dish,pottery,Eel kabayaki,P040801001,04,0408,78.0,59.0
040801,Side dish,pottery,Eel kabayaki,P040801002,04,0408,88.0,66.0
040801,Side dish,pottery,Eel kabayaki,P040801003,04,0408,148.0,111.0
040801,Side dish,pottery,Eel kabayaki,P040801004,04,0408,248.0,186.0
040801,Side dish,pottery,Eel kabayaki,P040801005,04,0408,918.0,689.0
040802,Side dish,pottery,Other pottery,P040802001,04,0408,80.0,60.0
040802,Side dish,pottery,Other pottery,P040802002,04,0408,100.0,75.0
040802,Side dish,pottery,Other pottery,P040802003,04,0408,258.0,194.0
040802,Side dish,pottery,Other pottery,P040802004,04,0408,368.0,276.0
040802,Side dish,pottery,Other pottery,P040802005,04,0408,368.0,276.0
040802,Side dish,pottery,Other pottery,P040802006,04,0408,438.0,329.0
040802,Side dish,pottery,Other pottery,P040802007,04,0408,,
041302,Side dish,others,others,P041302001,04,0413,450.0,338.0
050101,Japanese Japanese,Waterfish,Tofu,P050101001,05,0501,40.0,30.0
050101,Japanese Japanese,Waterfish,Tofu,P050101002,05,0501,128.0,96.0
050101,Japanese Japanese,Waterfish,Tofu,P050101003,05,0501,138.0,104.0
050101,Japanese Japanese,Waterfish,Tofu,P050101004,05,0501,138.0,104.0
050101,Japanese Japanese,Waterfish,Tofu,P050101005,05,0501,145.0,109.0
050101,Japanese Japanese,Waterfish,Tofu,P050101006,05,0501,158.0,119.0
